analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag0,p_value_lag0,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize_yearly_True_window_8_lags_0_sinusoidal_yes_linear,True,8,linear_lags_0_sinusoidal_yes,0.692,0.0,621.818,629.873,True,False,False,0.543,0.538,0,1.0,1.0,0.99,,,1.0,1.0,0.415,0.923
Maize_yearly_True_window_8_lags_1_sinusoidal_yes_linear,True,8,linear_lags_1_sinusoidal_yes,0.806,0.0,586.085,594.002,True,False,False,0.561,0.683,0,1.0,,,1.0,0.169,1.0,1.0,0.619,0.292
Maize_yearly_False_window_9_lags_none_sinusoidal_no_linear,False,9,linear_lags_none_sinusoidal_no,0.739,0.0,1146.55,1151.018,True,True,False,0.566,0.731,0,1.0,,,,,,,,
Maize_yearly_False_window_9_lags_0_sinusoidal_no_linear,False,9,linear_lags_0_sinusoidal_no,0.755,0.0,1144.16,1150.862,True,True,False,0.613,0.402,0,1.0,1.0,0.041,,,,,,
Maize_yearly_False_window_9_lags_1_sinusoidal_no_linear,False,9,linear_lags_1_sinusoidal_no,0.757,0.0,1123.44,1130.099,True,True,False,0.528,0.739,0,1.0,,,1.0,0.208,,,,
Maize_yearly_False_window_9_lags_none_sinusoidal_yes_linear,False,9,linear_lags_none_sinusoidal_yes,0.766,0.0,1143.018,1151.954,True,False,False,0.672,0.734,0,1.0,,,,,1.0,1.0,0.021,0.167
Maize_yearly_False_window_9_lags_0_sinusoidal_yes_linear,False,9,linear_lags_0_sinusoidal_yes,0.784,0.0,1139.535,1150.706,True,True,False,0.74,0.187,0,1.0,1.0,0.058,,,1.0,1.0,0.017,0.068
Maize_yearly_False_window_9_lags_1_sinusoidal_yes_linear,False,9,linear_lags_1_sinusoidal_yes,0.784,0.0,1119.586,1130.684,True,True,False,0.62,0.762,0,1.0,,,1.0,0.15,1.0,1.0,0.044,0.065
Maize_yearly_True_window_9_lags_none_sinusoidal_no_linear,True,9,linear_lags_none_sinusoidal_no,0.787,0.0,601.317,604.539,True,False,False,0.333,0.774,0,1.0,,,,,,,,
Maize_yearly_True_window_9_lags_0_sinusoidal_no_linear,True,9,linear_lags_0_sinusoidal_no,0.811,0.0,598.951,603.784,True,False,False,0.411,0.725,0,1.0,1.0,0.047,,,,,,
Maize_yearly_True_window_9_lags_1_sinusoidal_no_linear,True,9,linear_lags_1_sinusoidal_no,0.836,0.0,575.235,579.985,True,False,False,0.345,0.814,0,1.0,,,1.0,0.189,,,,
Maize_yearly_True_window_9_lags_none_sinusoidal_yes_linear,True,9,linear_lags_none_sinusoidal_yes,0.79,0.0,604.787,611.23,True,False,False,0.343,0.734,0,1.0,,,,,1.0,1.0,0.536,0.774
Maize_yearly_True_window_9_lags_0_sinusoidal_yes_linear,True,9,linear_lags_0_sinusoidal_yes,0.817,0.0,601.679,609.734,True,False,False,0.448,0.624,0,1.0,1.0,0.051,,,1.0,1.0,0.54,0.398
Maize_yearly_True_window_9_lags_1_sinusoidal_yes_linear,True,9,linear_lags_1_sinusoidal_yes,0.841,0.0,578.162,586.079,True,False,False,0.374,0.794,0,1.0,,,1.0,0.184,1.0,1.0,0.913,0.343
Maize_yearly_False_window_10_lags_none_sinusoidal_no_linear,False,10,linear_lags_none_sinusoidal_no,0.772,0.0,1136.071,1140.54,True,True,False,0.67,0.757,0,1.0,,,,,,,,
Maize_yearly_False_window_10_lags_0_sinusoidal_no_linear,False,10,linear_lags_0_sinusoidal_no,0.78,0.0,1135.65,1142.352,True,True,False,0.711,0.758,0,1.0,1.0,0.129,,,,,,
Maize_yearly_False_window_10_lags_1_sinusoidal_no_linear,False,10,linear_lags_1_sinusoidal_no,0.794,0.0,1110.689,1117.347,True,True,False,0.608,0.763,0,1.0,,,1.0,0.075,,,,
Maize_yearly_False_window_10_lags_none_sinusoidal_yes_linear,False,10,linear_lags_none_sinusoidal_yes,0.797,0.0,1131.857,1140.793,True,True,False,0.798,0.778,0,1.0,,,,,1.0,1.0,0.069,0.032
Maize_yearly_False_window_10_lags_0_sinusoidal_yes_linear,False,10,linear_lags_0_sinusoidal_yes,0.806,0.0,1130.926,1142.097,True,True,False,0.873,0.772,0,1.0,1.0,0.168,,,1.0,1.0,0.063,0.019
Maize_yearly_False_window_10_lags_1_sinusoidal_yes_linear,False,10,linear_lags_1_sinusoidal_yes,0.819,0.0,1105.671,1116.769,True,True,False,0.734,0.794,0,1.0,,,1.0,0.04,1.0,1.0,0.163,0.011
Maize_yearly_True_window_10_lags_none_sinusoidal_no_linear,True,10,linear_lags_none_sinusoidal_no,0.82,0.0,594.141,597.363,True,False,False,0.546,0.81,0,1.0,,,,,,,,
Maize_yearly_True_window_10_lags_0_sinusoidal_no_linear,True,10,linear_lags_0_sinusoidal_no,0.832,0.0,593.636,598.469,True,True,False,0.559,0.799,0,1.0,1.0,0.132,,,,,,
Maize_yearly_True_window_10_lags_1_sinusoidal_no_linear,True,10,linear_lags_1_sinusoidal_no,0.879,0.0,562.969,567.72,True,False,False,0.564,0.854,0,1.0,,,1.0,0.113,,,,
Maize_yearly_True_window_10_lags_none_sinusoidal_yes_linear,True,10,linear_lags_none_sinusoidal_yes,0.822,0.0,597.749,604.192,True,True,False,0.559,0.757,0,1.0,,,,,1.0,1.0,0.672,0.685
Maize_yearly_True_window_10_lags_0_sinusoidal_yes_linear,True,10,linear_lags_0_sinusoidal_yes,0.833,0.0,597.461,605.516,True,True,False,0.562,0.749,0,1.0,1.0,0.143,,,1.0,1.0,0.711,0.917
