analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER_yearly_True_window_6_lags_none_sinusoidal_yes_quadratic,True,6,quadratic_lags_none_sinusoidal_yes,0.727,0.0,434.203,442.257,True,True,False,0.577,0.586,0,1.726,1.851,0.051,,,,,,,,,,,1.11,1.015,0.829,0.0
CPER_yearly_True_window_6_lags_1_sinusoidal_yes_quadratic,True,6,quadratic_lags_1_sinusoidal_yes,0.777,0.0,414.609,424.11,True,True,False,0.766,0.38,0,1.638,1.918,0.114,1.076,0.517,,,,,,,,,1.155,1.049,0.678,0.0
CPER_yearly_True_window_6_lags_2_sinusoidal_yes_quadratic,True,6,quadratic_lags_2_sinusoidal_yes,0.802,0.0,400.231,409.564,True,True,False,0.766,0.601,0,1.66,1.908,0.33,,,1.058,0.045,,,,,,,1.136,1.055,0.529,0.0
CPER_yearly_True_window_6_lags_3_sinusoidal_yes_quadratic,True,6,quadratic_lags_3_sinusoidal_yes,0.833,0.001,385.054,394.212,True,True,False,0.751,0.753,0,1.729,2.056,0.471,,,,,1.123,0.003,,,,,1.097,1.107,0.371,0.0
CPER_yearly_True_window_6_lags_4_sinusoidal_yes_quadratic,True,6,quadratic_lags_4_sinusoidal_yes,0.834,0.004,374.163,383.142,True,True,False,0.777,0.808,0,1.698,1.958,0.506,,,,,,,1.099,0.002,,,1.082,1.078,0.502,0.0
CPER_yearly_True_window_6_lags_5_sinusoidal_yes_quadratic,True,6,quadratic_lags_5_sinusoidal_yes,0.839,0.083,362.847,371.642,True,True,False,0.8,0.787,0,1.751,2.019,0.748,,,,,,,,,1.129,0.001,1.045,1.094,0.941,0.0
CPER_yearly_False_window_7_lags_none_sinusoidal_no_quadratic,False,7,quadratic_lags_none_sinusoidal_no,0.525,0.0,440.894,445.726,True,True,False,0.483,0.321,0,1.594,1.594,0.022,,,,,,,,,,,,,,
CPER_yearly_False_window_7_lags_1_sinusoidal_no_quadratic,False,7,quadratic_lags_1_sinusoidal_no,0.512,0.0,431.193,437.527,True,True,False,0.6,0.363,0,1.524,1.535,0.036,1.011,0.433,,,,,,,,,,,,
CPER_yearly_False_window_7_lags_2_sinusoidal_no_quadratic,False,7,quadratic_lags_2_sinusoidal_no,0.563,0.0,416.871,423.092,True,True,False,0.595,0.358,0,1.58,1.628,0.05,,,1.048,0.055,,,,,,,,,,
CPER_yearly_False_window_7_lags_3_sinusoidal_no_quadratic,False,7,quadratic_lags_3_sinusoidal_no,0.643,0.002,399.986,406.092,True,False,False,0.665,0.55,0,1.626,1.695,0.077,,,,,1.069,0.003,,,,,,,,
CPER_yearly_False_window_7_lags_4_sinusoidal_no_quadratic,False,7,quadratic_lags_4_sinusoidal_no,0.675,0.005,385.511,391.497,True,True,False,0.714,0.628,0,1.651,1.762,0.038,,,,,,,1.11,0.001,,,,,,
CPER_yearly_False_window_7_lags_5_sinusoidal_no_quadratic,False,7,quadratic_lags_5_sinusoidal_no,0.695,0.186,372.9,378.763,True,True,False,0.71,0.595,0,1.683,1.784,0.149,,,,,,,,,1.101,0.0,,,,
CPER_yearly_False_window_7_lags_none_sinusoidal_yes_quadratic,False,7,quadratic_lags_none_sinusoidal_yes,0.747,0.0,421.613,429.667,True,True,False,0.694,0.586,0,1.661,1.772,0.006,,,,,,,,,,,1.111,1.0,0.887,0.0
CPER_yearly_False_window_7_lags_1_sinusoidal_yes_quadratic,False,7,quadratic_lags_1_sinusoidal_yes,0.801,0.0,402.869,412.37,True,True,False,0.766,0.594,0,1.603,1.766,0.008,1.013,0.199,,,,,,,,,1.15,1.001,0.953,0.0
CPER_yearly_False_window_7_lags_2_sinusoidal_yes_quadratic,False,7,quadratic_lags_2_sinusoidal_yes,0.82,0.0,389.838,399.17,True,True,False,0.664,0.705,0,1.666,1.869,0.119,,,1.055,0.004,,,,,,,1.127,1.021,0.837,0.0
CPER_yearly_False_window_7_lags_3_sinusoidal_yes_quadratic,False,7,quadratic_lags_3_sinusoidal_yes,0.844,0.007,375.975,385.133,True,True,False,0.715,0.807,0,1.712,1.929,0.217,,,,,1.079,0.0,,,,,1.098,1.04,0.527,0.0
CPER_yearly_False_window_7_lags_4_sinusoidal_yes_quadratic,False,7,quadratic_lags_4_sinusoidal_yes,0.846,0.004,364.994,373.973,True,True,False,0.833,0.791,0,1.739,1.999,0.134,,,,,,,1.125,0.0,,,1.069,1.065,0.905,0.0
CPER_yearly_False_window_7_lags_5_sinusoidal_yes_quadratic,False,7,quadratic_lags_5_sinusoidal_yes,0.85,0.061,354.079,362.874,True,True,False,0.846,0.81,0,1.749,1.957,0.238,,,,,,,,,1.111,0.0,1.045,1.052,0.477,0.0
CPER_yearly_True_window_7_lags_none_sinusoidal_no_quadratic,True,7,quadratic_lags_none_sinusoidal_no,0.525,0.0,440.894,445.726,True,True,False,0.483,0.321,0,1.594,1.594,0.022,,,,,,,,,,,,,,
CPER_yearly_True_window_7_lags_1_sinusoidal_no_quadratic,True,7,quadratic_lags_1_sinusoidal_no,0.512,0.0,431.193,437.527,True,True,False,0.6,0.363,0,1.524,1.535,0.036,1.011,0.433,,,,,,,,,,,,
