analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_0_yearly_False_window_1_lags_none_sinusoidal_no_linear,False,1,linear_lags_none_sinusoidal_no,0.101,0.02,1030.136,1034.077,False,True,True,2.209,0.002,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_1_lags_1_sinusoidal_no_linear,False,1,linear_lags_1_sinusoidal_no,0.238,0.549,1004.267,1010.12,False,True,True,2.154,0.177,0,1.0,1.0,0.006,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_1_lags_2_sinusoidal_no_linear,False,1,linear_lags_2_sinusoidal_no,0.112,0.047,993.049,998.844,False,True,True,2.115,0.054,0,1.0,,,1.0,0.553,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_1_lags_3_sinusoidal_no_linear,False,1,linear_lags_3_sinusoidal_no,0.107,0.036,974.395,980.132,False,True,True,2.127,-0.034,0,1.0,,,,,1.0,0.701,,,,,,,,
Croplands_cluster_0_yearly_False_window_1_lags_4_sinusoidal_no_linear,False,1,linear_lags_4_sinusoidal_no,0.166,0.814,952.073,957.749,False,True,True,1.932,0.11,0,1.0,,,,,,,1.0,0.079,,,,,,
Croplands_cluster_0_yearly_False_window_1_lags_7_sinusoidal_no_linear,False,1,linear_lags_7_sinusoidal_no,0.137,0.471,895.828,901.314,False,True,True,2.118,0.02,0,1.0,,,,,,,,,1.0,0.275,,,,
Croplands_cluster_0_yearly_False_window_1_lags_none_sinusoidal_yes_linear,False,1,linear_lags_none_sinusoidal_yes,0.128,0.01,1032.493,1040.374,False,True,True,2.266,-0.106,0,1.0,,,,,,,,,,,1.0,1.0,0.871,0.221
Croplands_cluster_0_yearly_False_window_1_lags_1_sinusoidal_yes_linear,False,1,linear_lags_1_sinusoidal_yes,0.252,0.776,1007.322,1017.079,False,True,True,2.15,0.028,0,1.0,1.0,0.015,,,,,,,,,1.0,1.0,0.679,0.411
Croplands_cluster_0_yearly_False_window_1_lags_2_sinusoidal_yes_linear,False,1,linear_lags_2_sinusoidal_yes,0.139,0.028,995.425,1005.085,False,True,True,2.137,-0.118,0,1.0,,,1.0,0.408,,,,,,,1.0,1.0,0.856,0.232
Croplands_cluster_0_yearly_False_window_1_lags_3_sinusoidal_yes_linear,False,1,linear_lags_3_sinusoidal_yes,0.137,0.022,976.68,986.24,False,True,True,2.171,-0.081,0,1.0,,,,,1.0,0.591,,,,,1.0,1.0,0.889,0.219
Croplands_cluster_0_yearly_False_window_1_lags_4_sinusoidal_yes_linear,False,1,linear_lags_4_sinusoidal_yes,0.191,0.629,954.592,964.051,False,True,True,2.001,0.082,0,1.0,,,,,,,1.0,0.148,,,1.0,1.0,0.81,0.272
Croplands_cluster_0_yearly_False_window_1_lags_7_sinusoidal_yes_linear,False,1,linear_lags_7_sinusoidal_yes,0.157,0.304,898.741,907.885,False,True,True,2.146,-0.131,0,1.0,,,,,,,,,1.0,0.464,1.0,1.0,0.927,0.329
Croplands_cluster_0_yearly_True_window_1_lags_none_sinusoidal_no_linear,True,1,linear_lags_none_sinusoidal_no,0.061,0.205,504.135,506.799,True,True,True,1.856,-0.095,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_1_lags_1_sinusoidal_no_linear,True,1,linear_lags_1_sinusoidal_no,0.068,0.482,488.698,492.586,True,True,True,1.904,-0.31,0,1.0,1.0,0.926,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_1_lags_2_sinusoidal_no_linear,True,1,linear_lags_2_sinusoidal_no,0.129,0.95,469.767,473.542,True,True,True,1.914,-0.464,0,1.0,,,1.0,0.215,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_1_lags_3_sinusoidal_no_linear,True,1,linear_lags_3_sinusoidal_no,0.056,0.391,452.808,456.465,True,True,True,2.008,-0.339,0,1.0,,,,,1.0,0.931,,,,,,,,
Croplands_cluster_0_yearly_True_window_1_lags_4_sinusoidal_no_linear,True,1,linear_lags_4_sinusoidal_no,0.081,0.332,435.224,438.759,True,True,True,1.942,-0.327,0,1.0,,,,,,,1.0,0.93,,,,,,
Croplands_cluster_0_yearly_True_window_1_lags_7_sinusoidal_no_linear,True,1,linear_lags_7_sinusoidal_no,0.102,0.297,382.137,385.271,True,True,True,1.936,-0.16,0,1.0,,,,,,,,,1.0,0.74,,,,
Croplands_cluster_0_yearly_True_window_1_lags_none_sinusoidal_yes_linear,True,1,linear_lags_none_sinusoidal_yes,0.092,0.384,507.192,512.521,True,True,True,1.745,-0.184,0,1.0,,,,,,,,,,,1.0,1.0,0.449,0.662
Croplands_cluster_0_yearly_True_window_1_lags_1_sinusoidal_yes_linear,True,1,linear_lags_1_sinusoidal_yes,0.117,0.868,491.252,497.731,True,True,True,1.823,-0.288,0,1.0,1.0,0.639,,,,,,,,,1.0,1.0,0.327,0.623
Croplands_cluster_0_yearly_True_window_1_lags_2_sinusoidal_yes_linear,True,1,linear_lags_2_sinusoidal_yes,0.134,0.88,473.601,479.892,True,True,True,1.881,-2.277,0,1.0,,,1.0,0.299,,,,,,,1.0,1.0,0.795,0.812
Croplands_cluster_0_yearly_True_window_1_lags_3_sinusoidal_yes_linear,True,1,linear_lags_3_sinusoidal_yes,0.086,0.804,456.004,462.098,True,True,True,1.911,-0.869,0,1.0,,,,,1.0,0.81,,,,,1.0,1.0,0.537,0.587
Croplands_cluster_0_yearly_True_window_1_lags_4_sinusoidal_yes_linear,True,1,linear_lags_4_sinusoidal_yes,0.114,0.389,438.346,444.236,True,True,True,1.812,-0.823,0,1.0,,,,,,,1.0,0.976,,,1.0,1.0,0.543,0.575
Croplands_cluster_0_yearly_True_window_1_lags_7_sinusoidal_yes_linear,True,1,linear_lags_7_sinusoidal_yes,0.118,0.343,385.773,390.996,True,True,True,1.924,-0.465,0,1.0,,,,,,,,,1.0,0.779,1.0,1.0,0.867,0.624
Croplands_cluster_0_yearly_False_window_2_lags_none_sinusoidal_no_linear,False,2,linear_lags_none_sinusoidal_no,0.062,0.072,988.803,992.743,False,True,False,1.144,-0.005,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_2_lags_1_sinusoidal_no_linear,False,2,linear_lags_1_sinusoidal_no,0.219,0.993,963.469,969.323,False,True,False,1.015,0.074,0,1.0,1.0,0.005,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_2_lags_2_sinusoidal_no_linear,False,2,linear_lags_2_sinusoidal_no,0.087,0.427,953.436,959.232,False,True,False,1.244,-0.027,0,1.0,,,1.0,0.453,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_2_lags_3_sinusoidal_no_linear,False,2,linear_lags_3_sinusoidal_no,0.067,0.161,936.979,942.715,False,True,False,1.175,-0.096,0,1.0,,,,,1.0,0.94,,,,,,,,
Croplands_cluster_0_yearly_False_window_2_lags_4_sinusoidal_no_linear,False,2,linear_lags_4_sinusoidal_no,0.101,0.445,920.876,926.551,False,True,False,1.084,-0.024,0,1.0,,,,,,,1.0,0.439,,,,,,
Croplands_cluster_0_yearly_False_window_2_lags_7_sinusoidal_no_linear,False,2,linear_lags_7_sinusoidal_no,0.163,0.456,859.177,864.663,False,True,False,1.183,-0.02,0,1.0,,,,,,,,,1.0,0.02,,,,
Croplands_cluster_0_yearly_False_window_2_lags_none_sinusoidal_yes_linear,False,2,linear_lags_none_sinusoidal_yes,0.096,0.049,990.872,998.754,False,True,False,1.258,-0.083,0,1.0,,,,,,,,,,,1.0,1.0,0.314,0.38
Croplands_cluster_0_yearly_False_window_2_lags_1_sinusoidal_yes_linear,False,2,linear_lags_1_sinusoidal_yes,0.243,0.86,965.846,975.602,False,True,False,1.098,-0.005,0,1.0,1.0,0.007,,,,,,,,,1.0,1.0,0.374,0.408
Croplands_cluster_0_yearly_False_window_2_lags_2_sinusoidal_yes_linear,False,2,linear_lags_2_sinusoidal_yes,0.118,0.368,955.644,965.303,False,True,False,1.362,-0.004,0,1.0,,,1.0,0.513,,,,,,,1.0,1.0,0.251,0.588
Croplands_cluster_0_yearly_False_window_2_lags_3_sinusoidal_yes_linear,False,2,linear_lags_3_sinusoidal_yes,0.09,0.148,939.749,949.309,False,True,False,1.279,-0.252,0,1.0,,,,,1.0,0.979,,,,,1.0,1.0,0.415,0.512
Croplands_cluster_0_yearly_False_window_2_lags_4_sinusoidal_yes_linear,False,2,linear_lags_4_sinusoidal_yes,0.127,0.581,923.456,932.915,False,True,False,1.13,-0.033,0,1.0,,,,,,,1.0,0.385,,,1.0,1.0,0.303,0.696
Croplands_cluster_0_yearly_False_window_2_lags_7_sinusoidal_yes_linear,False,2,linear_lags_7_sinusoidal_yes,0.18,0.586,862.209,871.352,False,True,False,1.232,-0.174,0,1.0,,,,,,,,,1.0,0.034,1.0,1.0,0.415,0.654
Croplands_cluster_0_yearly_True_window_2_lags_none_sinusoidal_no_linear,True,2,linear_lags_none_sinusoidal_no,0.016,0.516,486.267,488.931,True,True,False,0.998,-0.154,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_2_lags_1_sinusoidal_no_linear,True,2,linear_lags_1_sinusoidal_no,0.058,0.833,470.057,473.944,True,True,False,1.105,-0.493,0,1.0,1.0,0.406,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_2_lags_2_sinusoidal_no_linear,True,2,linear_lags_2_sinusoidal_no,0.132,0.606,453.184,456.958,False,True,False,1.063,-0.094,0,1.0,,,1.0,0.136,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_2_lags_3_sinusoidal_no_linear,True,2,linear_lags_3_sinusoidal_no,0.043,0.846,433.84,437.496,True,True,False,1.328,-0.97,0,1.0,,,,,1.0,0.448,,,,,,,,
Croplands_cluster_0_yearly_True_window_2_lags_4_sinusoidal_no_linear,True,2,linear_lags_4_sinusoidal_no,0.153,0.411,415.28,418.814,True,True,False,1.484,-0.23,0,1.0,,,,,,,1.0,0.097,,,,,,
Croplands_cluster_0_yearly_True_window_2_lags_7_sinusoidal_no_linear,True,2,linear_lags_7_sinusoidal_no,0.219,0.038,364.023,367.157,True,True,False,1.087,0.138,0,1.0,,,,,,,,,1.0,0.063,,,,
Croplands_cluster_0_yearly_True_window_2_lags_none_sinusoidal_yes_linear,True,2,linear_lags_none_sinusoidal_yes,0.029,0.644,489.909,495.238,True,False,False,0.982,-0.322,0,1.0,,,,,,,,,,,1.0,1.0,0.665,0.768
Croplands_cluster_0_yearly_True_window_2_lags_1_sinusoidal_yes_linear,True,2,linear_lags_1_sinusoidal_yes,0.088,0.957,473.172,479.651,True,False,False,1.099,-0.498,0,1.0,1.0,0.348,,,,,,,,,1.0,1.0,0.707,0.44
Croplands_cluster_0_yearly_True_window_2_lags_2_sinusoidal_yes_linear,True,2,linear_lags_2_sinusoidal_yes,0.135,0.62,457.106,463.396,True,True,False,1.066,-0.124,0,1.0,,,1.0,0.157,,,,,,,1.0,1.0,0.805,0.99
Croplands_cluster_0_yearly_True_window_2_lags_3_sinusoidal_yes_linear,True,2,linear_lags_3_sinusoidal_yes,0.062,0.685,437.33,443.425,True,True,False,1.315,-2.611,0,1.0,,,,,1.0,0.386,,,,,1.0,1.0,0.533,0.976
Croplands_cluster_0_yearly_True_window_2_lags_4_sinusoidal_yes_linear,True,2,linear_lags_4_sinusoidal_yes,0.162,0.42,419.02,424.91,True,True,False,1.477,-0.72,0,1.0,,,,,,,1.0,0.11,,,1.0,1.0,0.864,0.678
Croplands_cluster_0_yearly_True_window_2_lags_7_sinusoidal_yes_linear,True,2,linear_lags_7_sinusoidal_yes,0.235,0.05,367.579,372.802,True,True,False,1.048,-0.132,0,1.0,,,,,,,,,1.0,0.079,1.0,1.0,0.771,0.623
Croplands_cluster_0_yearly_False_window_3_lags_none_sinusoidal_no_linear,False,3,linear_lags_none_sinusoidal_no,0.099,0.022,967.738,971.679,False,True,False,1.374,0.028,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_3_lags_1_sinusoidal_no_linear,False,3,linear_lags_1_sinusoidal_no,0.204,0.002,942.931,948.784,False,False,False,1.354,0.107,0,1.0,1.0,0.008,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_3_lags_2_sinusoidal_no_linear,False,3,linear_lags_2_sinusoidal_no,0.253,0.0,921.702,927.497,False,False,False,1.389,-0.091,0,1.0,,,1.0,0.002,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_3_lags_3_sinusoidal_no_linear,False,3,linear_lags_3_sinusoidal_no,0.134,0.01,910.026,915.762,False,True,False,1.237,-0.033,0,1.0,,,,,1.0,0.089,,,,,,,,
Croplands_cluster_0_yearly_False_window_3_lags_4_sinusoidal_no_linear,False,3,linear_lags_4_sinusoidal_no,0.072,0.123,895.452,901.128,False,True,False,1.035,0.033,0,1.0,,,,,,,1.0,0.599,,,,,,
Croplands_cluster_0_yearly_False_window_3_lags_7_sinusoidal_no_linear,False,3,linear_lags_7_sinusoidal_no,0.103,0.048,841.402,846.888,False,True,False,1.068,-0.199,0,1.0,,,,,,,,,1.0,0.32,,,,
Croplands_cluster_0_yearly_False_window_3_lags_none_sinusoidal_yes_linear,False,3,linear_lags_none_sinusoidal_yes,0.122,0.061,970.371,978.252,False,True,False,1.392,-0.02,0,1.0,,,,,,,,,,,1.0,1.0,0.336,0.564
Croplands_cluster_0_yearly_False_window_3_lags_1_sinusoidal_yes_linear,False,3,linear_lags_1_sinusoidal_yes,0.218,0.005,946.012,955.768,False,True,False,1.338,0.041,0,1.0,1.0,0.011,,,,,,,,,1.0,1.0,0.365,0.966
Croplands_cluster_0_yearly_False_window_3_lags_2_sinusoidal_yes_linear,False,3,linear_lags_2_sinusoidal_yes,0.259,0.001,925.233,934.892,False,False,False,1.399,-0.179,0,1.0,,,1.0,0.004,,,,,,,1.0,1.0,0.556,0.77
Croplands_cluster_0_yearly_False_window_3_lags_3_sinusoidal_yes_linear,False,3,linear_lags_3_sinusoidal_yes,0.157,0.018,912.65,922.21,False,True,False,1.258,-0.055,0,1.0,,,,,1.0,0.115,,,,,1.0,1.0,0.302,0.681
Croplands_cluster_0_yearly_False_window_3_lags_4_sinusoidal_yes_linear,False,3,linear_lags_4_sinusoidal_yes,0.082,0.139,898.956,908.415,False,True,False,1.044,-0.046,0,1.0,,,,,,,1.0,0.617,,,1.0,1.0,0.584,0.71
Croplands_cluster_0_yearly_False_window_3_lags_7_sinusoidal_yes_linear,False,3,linear_lags_7_sinusoidal_yes,0.113,0.103,844.891,854.034,False,True,False,1.078,-0.614,0,1.0,,,,,,,,,1.0,0.423,1.0,1.0,0.534,0.783
Croplands_cluster_0_yearly_True_window_3_lags_none_sinusoidal_no_linear,True,3,linear_lags_none_sinusoidal_no,0.012,0.587,472.883,475.548,True,True,False,0.508,-0.521,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_3_lags_1_sinusoidal_no_linear,True,3,linear_lags_1_sinusoidal_no,0.08,0.315,456.854,460.742,True,True,False,0.516,-0.759,0,1.0,1.0,0.166,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_3_lags_2_sinusoidal_no_linear,True,3,linear_lags_2_sinusoidal_no,0.108,0.113,437.497,441.271,True,True,False,0.883,-1.242,0,1.0,,,1.0,0.16,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_3_lags_3_sinusoidal_no_linear,True,3,linear_lags_3_sinusoidal_no,0.103,0.182,419.115,422.772,True,True,False,0.756,-2.336,0,1.0,,,,,1.0,0.128,,,,,,,,
Croplands_cluster_0_yearly_True_window_3_lags_4_sinusoidal_no_linear,True,3,linear_lags_4_sinusoidal_no,0.082,0.241,404.108,407.642,True,True,False,0.715,-0.333,0,1.0,,,,,,,1.0,0.194,,,,,,
Croplands_cluster_0_yearly_True_window_3_lags_7_sinusoidal_no_linear,True,3,linear_lags_7_sinusoidal_no,0.044,0.702,359.472,362.606,True,True,False,0.627,-0.143,0,1.0,,,,,,,,,1.0,0.42,,,,
Croplands_cluster_0_yearly_True_window_3_lags_none_sinusoidal_yes_linear,True,3,linear_lags_none_sinusoidal_yes,0.02,0.602,476.629,481.958,True,True,False,0.498,-1.143,0,1.0,,,,,,,,,,,1.0,1.0,0.799,0.7
Croplands_cluster_0_yearly_True_window_3_lags_1_sinusoidal_yes_linear,True,3,linear_lags_1_sinusoidal_yes,0.086,0.34,460.688,467.167,True,True,False,0.489,-1.338,0,1.0,1.0,0.186,,,,,,,,,1.0,1.0,0.726,0.924
Croplands_cluster_0_yearly_True_window_3_lags_2_sinusoidal_yes_linear,True,3,linear_lags_2_sinusoidal_yes,0.133,0.095,440.751,447.042,True,True,False,0.938,-1.336,0,1.0,,,1.0,0.136,,,,,,,1.0,1.0,0.74,0.482
Croplands_cluster_0_yearly_True_window_3_lags_3_sinusoidal_yes_linear,True,3,linear_lags_3_sinusoidal_yes,0.132,0.161,422.294,428.388,True,True,False,0.686,-1.876,0,1.0,,,,,1.0,0.119,,,,,1.0,1.0,0.454,0.774
Croplands_cluster_0_yearly_True_window_3_lags_4_sinusoidal_yes_linear,True,3,linear_lags_4_sinusoidal_yes,0.088,0.264,407.934,413.824,True,True,False,0.718,-0.606,0,1.0,,,,,,,1.0,0.214,,,1.0,1.0,0.754,0.851
Croplands_cluster_0_yearly_True_window_3_lags_7_sinusoidal_yes_linear,True,3,linear_lags_7_sinusoidal_yes,0.064,0.653,363.015,368.238,True,True,False,0.567,-0.731,0,1.0,,,,,,,,,1.0,0.407,1.0,1.0,0.693,0.665
Croplands_cluster_0_yearly_False_window_4_lags_none_sinusoidal_no_linear,False,4,linear_lags_none_sinusoidal_no,0.03,0.217,939.977,943.918,False,True,False,1.32,-0.029,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_4_lags_1_sinusoidal_no_linear,False,4,linear_lags_1_sinusoidal_no,0.298,0.002,904.944,910.798,False,True,False,1.046,0.193,0,1.0,1.0,0.0,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_4_lags_2_sinusoidal_no_linear,False,4,linear_lags_2_sinusoidal_no,0.073,0.087,905.916,911.712,True,False,False,1.485,-0.182,0,1.0,,,1.0,0.081,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_4_lags_3_sinusoidal_no_linear,False,4,linear_lags_3_sinusoidal_no,0.018,0.385,890.323,896.059,False,True,False,1.339,0.011,0,1.0,,,,,1.0,0.78,,,,,,,,
Croplands_cluster_0_yearly_False_window_4_lags_4_sinusoidal_no_linear,False,4,linear_lags_4_sinusoidal_no,0.084,0.061,868.177,873.852,True,True,False,1.054,-0.09,0,1.0,,,,,,,1.0,0.054,,,,,,
Croplands_cluster_0_yearly_False_window_4_lags_7_sinusoidal_no_linear,False,4,linear_lags_7_sinusoidal_no,0.039,0.194,818.729,824.215,False,True,False,1.171,-0.183,0,1.0,,,,,,,,,1.0,0.325,,,,
Croplands_cluster_0_yearly_False_window_4_lags_none_sinusoidal_yes_linear,False,4,linear_lags_none_sinusoidal_yes,0.119,0.394,938.874,946.755,True,True,False,1.347,0.04,0,1.0,,,,,,,,,,,1.0,1.0,0.112,0.138
Croplands_cluster_0_yearly_False_window_4_lags_1_sinusoidal_yes_linear,False,4,linear_lags_1_sinusoidal_yes,0.318,0.006,907.422,917.178,True,True,False,1.06,0.099,0,1.0,1.0,0.0,,,,,,,,,1.0,1.0,0.348,0.477
Croplands_cluster_0_yearly_False_window_4_lags_2_sinusoidal_yes_linear,False,4,linear_lags_2_sinusoidal_yes,0.149,0.131,905.583,915.242,True,False,True,1.507,-0.321,0,1.0,,,1.0,0.102,,,,,,,1.0,1.0,0.086,0.32
Croplands_cluster_0_yearly_False_window_4_lags_3_sinusoidal_yes_linear,False,4,linear_lags_3_sinusoidal_yes,0.136,0.324,887.958,897.518,False,True,False,1.409,0.017,0,1.0,,,,,1.0,0.728,,,,,1.0,1.0,0.042,0.202
Croplands_cluster_0_yearly_False_window_4_lags_4_sinusoidal_yes_linear,False,4,linear_lags_4_sinusoidal_yes,0.142,0.076,868.989,878.449,True,True,False,1.06,-0.168,0,1.0,,,,,,,1.0,0.063,,,1.0,1.0,0.177,0.315
