analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize-Cluster_0_yearly_True_window_6_lags_1_sinusoidal_no_piecewise,True,6,piecewise_lags_1_sinusoidal_no,0.158,0.207,316.378,319.94,True,True,False,0.452,-2.2,0,3.138,3.259,0.175,594.4490768686869,1.121,0.547,,,,
Maize-Cluster_0_yearly_True_window_6_lags_none_sinusoidal_yes_piecewise,True,6,piecewise_lags_none_sinusoidal_yes,0.308,0.328,330.291,335.013,True,True,False,1.012,-0.314,0,1.527,1.811,0.117,606.7210736868889,,,1.014,1.27,0.106,0.216
Maize-Cluster_0_yearly_True_window_6_lags_1_sinusoidal_yes_piecewise,True,6,piecewise_lags_1_sinusoidal_yes,0.654,0.003,304.383,309.725,True,True,True,2.082,-1.77,0,4.571,5.444,0.002,594.4490768686869,1.202,0.263,1.004,1.666,0.004,0.04
Maize-Cluster_0_yearly_False_window_7_lags_none_sinusoidal_no_piecewise,False,7,piecewise_lags_none_sinusoidal_no,0.399,0.003,351.799,354.932,True,True,False,0.662,0.166,0,1.258,1.258,0.06,607.6560809064214,,,,,,
Maize-Cluster_0_yearly_False_window_7_lags_1_sinusoidal_no_piecewise,False,7,piecewise_lags_1_sinusoidal_no,0.567,0.0,332.028,336.011,True,True,False,0.964,-52.093,0,1.113,1.167,0.097,620.0931374821472,1.054,0.362,,,,
Maize-Cluster_0_yearly_False_window_7_lags_none_sinusoidal_yes_piecewise,False,7,piecewise_lags_none_sinusoidal_yes,0.677,0.002,342.766,347.989,True,True,False,0.837,0.455,0,1.313,1.526,0.195,607.6560809064214,,,1.02,1.193,0.002,0.342
Maize-Cluster_0_yearly_False_window_7_lags_1_sinusoidal_yes_piecewise,False,7,piecewise_lags_1_sinusoidal_yes,0.766,0.0,323.701,329.675,True,True,False,1.109,-0.528,0,1.126,1.303,0.266,620.0931374821472,1.06,0.238,1.011,1.106,0.027,0.045
Maize-Cluster_0_yearly_True_window_7_lags_none_sinusoidal_no_piecewise,True,7,piecewise_lags_none_sinusoidal_no,0.047,0.589,332.255,335.088,True,True,False,0.406,-805.83,0,1.165,1.165,0.387,612.4649824938759,,,,,,
Maize-Cluster_0_yearly_True_window_7_lags_1_sinusoidal_no_piecewise,True,7,piecewise_lags_1_sinusoidal_no,0.167,0.123,315.021,318.582,False,True,False,0.546,-3.467,0,2.83,3.267,0.135,596.1118646864935,1.438,0.491,,,,
Maize-Cluster_0_yearly_True_window_7_lags_none_sinusoidal_yes_piecewise,True,7,piecewise_lags_none_sinusoidal_yes,0.344,0.619,329.171,333.893,True,True,False,0.727,-1251.696,0,1.19,1.341,0.591,612.4649824938759,,,1.003,1.148,0.034,0.407
Maize-Cluster_0_yearly_True_window_7_lags_1_sinusoidal_yes_piecewise,True,7,piecewise_lags_1_sinusoidal_yes,0.388,0.238,313.483,318.826,False,True,False,0.793,-20.336,0,3.822,5.039,0.307,596.1118646864935,1.675,0.423,1.028,1.514,0.06,0.656
Maize-Cluster_0_yearly_False_window_8_lags_none_sinusoidal_no_piecewise,False,8,piecewise_lags_none_sinusoidal_no,0.318,0.022,353.015,356.149,True,True,False,0.459,-0.036,0,1.258,1.258,0.422,602.446363675,,,,,,
Maize-Cluster_0_yearly_False_window_8_lags_1_sinusoidal_no_piecewise,False,8,piecewise_lags_1_sinusoidal_no,0.649,0.628,326.297,330.28,True,True,False,0.776,-0.44,0,4.297,4.743,0.348,583.1545515684243,1.446,0.097,,,,
Maize-Cluster_0_yearly_False_window_8_lags_none_sinusoidal_yes_piecewise,False,8,piecewise_lags_none_sinusoidal_yes,0.627,0.005,344.353,349.575,True,True,False,0.844,0.2,0,1.325,1.587,0.288,602.446363675,,,1.029,1.232,0.003,0.385
Maize-Cluster_0_yearly_False_window_8_lags_1_sinusoidal_yes_piecewise,False,8,piecewise_lags_1_sinusoidal_yes,0.838,0.166,314.793,320.767,True,True,False,1.276,-0.198,0,5.416,6.354,0.61,583.1545515684243,1.598,0.036,1.233,1.107,0.054,0.007
Maize-Cluster_0_yearly_True_window_8_lags_none_sinusoidal_no_piecewise,True,8,piecewise_lags_none_sinusoidal_no,0.166,0.174,326.51,329.344,True,True,False,0.542,-4378.373,0,1.112,1.112,0.12,612.5363428398595,,,,,,
Maize-Cluster_0_yearly_True_window_8_lags_1_sinusoidal_no_piecewise,True,8,piecewise_lags_1_sinusoidal_no,0.194,0.198,311.16,314.722,True,True,False,0.651,-1.091,0,1.185,1.223,0.09,612.5167096284848,1.038,0.616,,,,
Maize-Cluster_0_yearly_True_window_8_lags_none_sinusoidal_yes_piecewise,True,8,piecewise_lags_none_sinusoidal_yes,0.285,0.696,327.576,332.298,True,True,False,0.537,-2039.635,0,1.136,1.352,0.562,612.5363428398595,,,1.162,1.054,0.237,0.502
Maize-Cluster_0_yearly_True_window_8_lags_1_sinusoidal_yes_piecewise,True,8,piecewise_lags_1_sinusoidal_yes,0.341,0.453,311.531,316.873,True,True,False,0.617,-1.478,0,1.21,1.39,0.269,612.5167096284848,1.043,0.792,1.068,1.069,0.134,0.76
Maize-Cluster_0_yearly_False_window_9_lags_none_sinusoidal_no_piecewise,False,9,piecewise_lags_none_sinusoidal_no,0.324,0.022,355.288,358.421,False,True,False,0.544,0.18,0,1.242,1.242,0.414,600.9457978977778,,,,,,
Maize-Cluster_0_yearly_False_window_9_lags_1_sinusoidal_no_piecewise,False,9,piecewise_lags_1_sinusoidal_no,0.695,0.001,325.426,329.408,True,True,False,0.946,-0.548,0,1.997,2.764,0.632,602.8551408848484,1.766,0.012,,,,
Maize-Cluster_0_yearly_False_window_9_lags_none_sinusoidal_yes_piecewise,False,9,piecewise_lags_none_sinusoidal_yes,0.534,0.035,351.466,356.689,True,False,False,0.894,-2.269,0,1.261,1.339,0.672,600.9457978977778,,,1.009,1.069,0.017,0.848
Maize-Cluster_0_yearly_False_window_9_lags_1_sinusoidal_yes_piecewise,False,9,piecewise_lags_1_sinusoidal_yes,0.783,0.003,322.624,328.598,True,True,False,1.144,-0.034,0,2.145,3.174,0.462,602.8551408848484,1.88,0.014,1.047,1.102,0.045,0.479
Maize-Cluster_0_yearly_True_window_9_lags_none_sinusoidal_no_piecewise,True,9,piecewise_lags_none_sinusoidal_no,0.107,0.192,326.709,329.542,True,True,False,0.25,-0.494,0,1.127,1.127,0.724,611.5974475179125,,,,,,
Maize-Cluster_0_yearly_True_window_9_lags_1_sinusoidal_no_piecewise,True,9,piecewise_lags_1_sinusoidal_no,0.049,0.724,313.385,316.946,True,True,False,0.203,-11.19,0,1.092,1.183,0.446,612.5341443421324,1.091,0.773,,,,
Maize-Cluster_0_yearly_True_window_9_lags_none_sinusoidal_yes_piecewise,True,9,piecewise_lags_none_sinusoidal_yes,0.335,0.478,325.12,329.842,True,True,False,0.335,-0.126,0,1.14,1.241,0.913,611.5974475179125,,,1.0,1.101,0.048,0.934
Maize-Cluster_0_yearly_True_window_9_lags_1_sinusoidal_yes_piecewise,True,9,piecewise_lags_1_sinusoidal_yes,0.317,0.837,311.433,316.775,True,True,False,0.39,-11.544,0,1.107,1.373,0.579,612.5341443421324,1.105,0.805,1.015,1.145,0.053,0.875
Maize-Cluster_0_yearly_False_window_10_lags_none_sinusoidal_no_piecewise,False,10,piecewise_lags_none_sinusoidal_no,0.348,0.079,352.865,355.999,True,True,False,0.898,0.209,0,2.742,2.742,0.045,583.2908666666667,,,,,,
Maize-Cluster_0_yearly_False_window_10_lags_1_sinusoidal_no_piecewise,False,10,piecewise_lags_1_sinusoidal_no,0.731,0.173,321.199,325.182,True,True,False,1.416,-16.223,0,4.258,4.82,0.04,584.6679142544427,1.562,0.008,,,,
Maize-Cluster_0_yearly_False_window_10_lags_none_sinusoidal_yes_piecewise,False,10,piecewise_lags_none_sinusoidal_yes,0.528,0.199,350.095,355.318,True,False,False,1.004,0.286,0,2.779,2.8,0.129,583.2908666666667,,,1.018,1.003,0.025,0.765
Maize-Cluster_0_yearly_False_window_10_lags_1_sinusoidal_yes_piecewise,False,10,piecewise_lags_1_sinusoidal_yes,0.782,0.323,321.013,326.987,True,True,False,1.394,-24.484,0,4.88,5.741,0.114,584.6679142544427,1.67,0.02,1.176,1.015,0.093,0.904
