analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER_yearly_False_window_6_lags_2_sinusoidal_yes_piecewise,False,6,piecewise_lags_2_sinusoidal_yes,0.812,0.005,398.309,407.641,True,True,False,0.927,0.687,0,2.468,3.542,0.113,299.18553348333336,,,1.429,0.029,,,,,,,1.603,1.042,0.421,0.0
CPER_yearly_False_window_6_lags_3_sinusoidal_yes_piecewise,False,6,piecewise_lags_3_sinusoidal_yes,0.841,0.01,383.484,392.643,True,True,False,0.886,0.754,0,2.602,3.899,0.181,300.29198230117845,,,,,1.691,0.003,,,,,1.507,1.099,0.32,0.0
CPER_yearly_False_window_6_lags_4_sinusoidal_yes_piecewise,False,6,piecewise_lags_4_sinusoidal_yes,0.841,0.023,372.737,381.716,True,True,False,0.91,0.8,0,2.798,4.013,0.208,298.7922021683502,,,,,,,1.778,0.002,,,1.356,1.081,0.425,0.0
CPER_yearly_False_window_6_lags_5_sinusoidal_yes_piecewise,False,6,piecewise_lags_5_sinusoidal_yes,0.844,0.121,361.951,370.746,True,True,False,0.894,0.776,0,2.945,4.494,0.366,300.0051678212121,,,,,,,,,2.174,0.001,1.253,1.122,0.925,0.0
CPER_yearly_True_window_6_lags_none_sinusoidal_no_piecewise,True,6,piecewise_lags_none_sinusoidal_no,0.583,0.0,445.891,450.724,True,True,False,0.61,0.494,0,1.973,1.973,0.02,299.93140755925924,,,,,,,,,,,,,,
CPER_yearly_True_window_6_lags_1_sinusoidal_no_piecewise,True,6,piecewise_lags_1_sinusoidal_no,0.556,0.0,435.438,441.772,False,True,False,0.701,0.36,0,1.879,1.972,0.015,299.8307728772727,1.093,0.663,,,,,,,,,,,,
CPER_yearly_True_window_6_lags_2_sinusoidal_no_piecewise,True,6,piecewise_lags_2_sinusoidal_no,0.589,0.002,421.779,428.001,True,True,False,0.691,0.388,0,1.892,2.153,0.025,299.18553348333336,,,1.261,0.123,,,,,,,,,,
CPER_yearly_True_window_6_lags_3_sinusoidal_no_piecewise,True,6,piecewise_lags_3_sinusoidal_no,0.629,0.006,408.189,414.295,False,True,False,0.703,0.519,0,1.997,2.427,0.045,300.29198230117845,,,,,1.43,0.02,,,,,,,,
CPER_yearly_True_window_6_lags_4_sinusoidal_no_piecewise,True,6,piecewise_lags_4_sinusoidal_no,0.63,0.039,396.617,402.603,True,True,False,0.745,0.492,0,2.25,2.792,0.128,298.7922021683502,,,,,,,1.541,0.014,,,,,,
CPER_yearly_True_window_6_lags_5_sinusoidal_no_piecewise,True,6,piecewise_lags_5_sinusoidal_no,0.686,0.142,380.287,386.15,True,True,False,0.625,0.556,0,2.414,3.268,0.194,300.0051678212121,,,,,,,,,1.854,0.001,,,,
CPER_yearly_True_window_6_lags_none_sinusoidal_yes_piecewise,True,6,piecewise_lags_none_sinusoidal_yes,0.716,0.002,435.62,443.675,True,True,False,0.587,0.554,0,2.369,2.776,0.106,299.93140755925924,,,,,,,,,,,1.392,1.015,0.918,0.0
CPER_yearly_True_window_6_lags_1_sinusoidal_yes_piecewise,True,6,piecewise_lags_1_sinusoidal_yes,0.783,0.001,413.636,423.137,True,True,False,0.837,0.468,0,2.383,3.103,0.069,299.8307728772727,1.146,0.559,,,,,,,,,1.551,1.023,0.634,0.0
